OBJECTID,REP_DATE,DOW,YEAR,NARCAN_ADM
5671,2020/10/17 04:00:00+00,Saturday,2020,Yes
5672,2021/02/17 05:00:00+00,Wednesday,2021,No
5673,2021/05/02 04:00:00+00,Sunday,2021,Yes
5674,2022/08/25 04:00:00+00,Tuesday,2022,N/A
5675,2019/09/06 04:00:00+00,Friday,2019,N/A
5676,2019/06/29 04:00:00+00,Saturday,2019,N/A
5677,2019/04/03 04:00:00+00,Wednesday,2019,N/A
5678,2020/04/05 04:00:00+00,Sunday,2020,N/A
5679,2022/11/17 05:00:00+00,Saturday,2022,Yes
5680,2022/04/02 04:00:00+00,Tuesday,2022,N/A
5681,2022/03/26 04:00:00+00,Saturday,2022,N/A
5682,2017/06/04 04:00:00+00,Sunday,2017,N/A
5683,2020/04/07 04:00:00+00,Tuesday,2020,N/A
5684,2018/08/11 04:00:00+00,Saturday,2018,N/A
5685,2018/08/11 04:00:00+00,Saturday,2018,N/A
5686,2021/05/11 04:00:00+00,Tuesday,2021,No
5687,2020/04/19 04:00:00+00,Sunday,2020,N/A
5688,2018/08/25 04:00:00+00,Saturday,2018,N/A
5689,2022/06/29 04:00:00+00,Friday,2022,Yes
5690,2021/11/12 05:00:00+00,Friday,2021,N/A
5691,2019/03/26 04:00:00+00,Tuesday,2019,N/A
5692,2020/09/07 04:00:00+00,Monday,2020,N/A
5693,2019/12/15 05:00:00+00,Sunday,2019,N/A
5694,2021/04/12 04:00:00+00,Monday,2021,Unknown
5695,2017/03/02 05:00:00+00,Thursday,2017,N/A
5696,2021/04/13 04:00:00+00,Tuesday,2021,No
5697,2017/11/15 05:00:00+00,Wednesday,2017,N/A
5698,2019/03/16 04:00:00+00,Saturday,2019,N/A
5699,2021/04/03 04:00:00+00,Saturday,2021,Yes
5700,2020/02/29 05:00:00+00,Saturday,2020,N/A
5701,2020/07/09 04:00:00+00,Thursday,2020,N/A
5702,2022/03/02 05:00:00+00,Tuesday,2022,Yes
5703,2019/05/01 04:00:00+00,Wednesday,2019,N/A
5704,2020/05/04 04:00:00+00,Monday,2020,N/A
5705,2021/10/09 04:00:00+00,Saturday,2021,N/A
5706,2020/09/22 04:00:00+00,Tuesday,2020,No
5707,2018/02/20 05:00:00+00,Tuesday,2018,N/A
5708,2022/11/03 04:00:00+00,Friday,2022,N/A
5709,2021/02/11 05:00:00+00,Thursday,2021,No
5710,2017/03/30 04:00:00+00,Thursday,2017,N/A
5711,2021/01/16 05:00:00+00,Saturday,2021,No
5712,2019/03/28 04:00:00+00,Thursday,2019,N/A
5713,2019/08/17 04:00:00+00,Saturday,2019,N/A
5714,2018/08/18 04:00:00+00,Saturday,2018,N/A
5715,2021/05/28 04:00:00+00,Friday,2021,Unknown
5716,2020/06/13 04:00:00+00,Saturday,2020,N/A
5717,2017/07/05 04:00:00+00,Wednesday,2017,N/A
5718,2018/12/22 05:00:00+00,Saturday,2018,N/A
5719,2022/05/10 04:00:00+00,Sunday,2022,Yes
5720,2020/09/19 04:00:00+00,Saturday,2020,No
5721,2021/01/27 05:00:00+00,Wednesday,2021,Yes
5722,2021/08/23 04:00:00+00,Monday,2021,Yes
5723,2018/11/05 05:00:00+00,Monday,2018,N/A
5724,2018/08/03 04:00:00+00,Friday,2018,N/A
5725,2017/05/23 04:00:00+00,Tuesday,2017,N/A
5726,2020/08/29 04:00:00+00,Saturday,2020,N/A
5727,2022/05/09 04:00:00+00,Thursday,2022,N/A
5728,2017/03/21 04:00:00+00,Tuesday,2017,N/A
5729,2021/09/24 04:00:00+00,Friday,2021,N/A
5730,2020/10/28 04:00:00+00,Wednesday,2020,Unknown
5731,2022/07/26 04:00:00+00,Thursday,2022,N/A
5732,2021/05/21 04:00:00+00,Friday,2021,Yes
5733,2019/02/21 05:00:00+00,Thursday,2019,N/A
5734,2020/01/16 05:00:00+00,Thursday,2020,N/A
5735,2022/07/06 04:00:00+00,Monday,2022,N/A
5736,2022/12/26 05:00:00+00,Monday,2022,N/A
5737,2019/11/29 05:00:00+00,Friday,2019,N/A
5738,2020/09/06 04:00:00+00,Sunday,2020,N/A
5739,2020/12/01 05:00:00+00,Tuesday,2020,Yes
5740,2021/02/05 05:00:00+00,Friday,2021,Yes
5741,2021/05/31 04:00:00+00,Monday,2021,Yes
5742,2019/04/09 04:00:00+00,Tuesday,2019,N/A
5743,2021/01/06 05:00:00+00,Wednesday,2021,No
5744,2018/03/03 05:00:00+00,Saturday,2018,N/A
5745,2020/06/22 04:00:00+00,Monday,2020,N/A
5746,2020/09/22 04:00:00+00,Tuesday,2020,Yes
5747,2020/10/14 04:00:00+00,Wednesday,2020,Yes
5748,2022/02/24 05:00:00+00,Sunday,2022,N/A
5749,2022/03/05 05:00:00+00,Tuesday,2022,N/A
5750,2022/05/11 04:00:00+00,Sunday,2022,Yes
5751,2017/06/17 04:00:00+00,Saturday,2017,N/A
5752,2018/04/17 04:00:00+00,Tuesday,2018,N/A
5753,2020/02/09 05:00:00+00,Sunday,2020,N/A
5754,2021/01/05 05:00:00+00,Tuesday,2021,Yes
5755,2021/06/30 04:00:00+00,Wednesday,2021,Yes
5756,2021/10/24 04:00:00+00,Sunday,2021,Yes
5757,2021/10/25 04:00:00+00,Monday,2021,Yes
5758,2021/12/09 05:00:00+00,Thursday,2021,Yes
