OBJECTID,REP_DATE,DOW,YEAR,NARCAN_ADM
4272,2022/10/11 04:00:00+00,Thursday,2022,Yes
4273,2022/07/06 04:00:00+00,Wednesday,2022,Yes
4274,2022/10/10 04:00:00+00,Tuesday,2022,Yes
4275,2022/07/09 04:00:00+00,Monday,2022,Yes
4276,2022/12/15 05:00:00+00,Thursday,2022,Yes
4277,2022/07/16 04:00:00+00,Tuesday,2022,N/A
4278,2022/12/03 05:00:00+00,Friday,2022,Yes
4279,2022/07/27 04:00:00+00,Monday,2022,Yes
4280,2021/05/04 04:00:00+00,Tuesday,2021,Yes
4281,2022/08/15 04:00:00+00,Monday,2022,Yes
4282,2020/07/03 04:00:00+00,Friday,2020,N/A
4283,2022/08/16 04:00:00+00,Wednesday,2022,Yes
4284,2022/12/05 05:00:00+00,Sunday,2022,Yes
4285,2022/09/01 04:00:00+00,Monday,2022,Yes
4286,2022/07/28 04:00:00+00,Tuesday,2022,Yes
4287,2022/09/22 04:00:00+00,Tuesday,2022,Yes
4288,2018/02/03 05:00:00+00,Saturday,2018,N/A
4289,2022/09/30 04:00:00+00,Saturday,2022,Yes
4290,2021/08/31 04:00:00+00,Tuesday,2021,N/A
4291,2022/10/03 04:00:00+00,Saturday,2022,Yes
4292,2017/06/10 04:00:00+00,Saturday,2017,N/A
4293,2022/10/03 04:00:00+00,Wednesday,2022,Yes
4294,2022/07/05 04:00:00+00,Monday,2022,Yes
4295,2022/10/18 04:00:00+00,Tuesday,2022,Yes
4296,2020/01/02 05:00:00+00,Thursday,2020,N/A
4297,2022/11/08 05:00:00+00,Thursday,2022,Yes
4298,2022/12/13 05:00:00+00,Tuesday,2022,Yes
4299,2022/11/13 05:00:00+00,Thursday,2022,Yes
4300,2020/04/09 04:00:00+00,Thursday,2020,N/A
4301,2022/12/04 05:00:00+00,Saturday,2022,Yes
4302,2022/05/10 04:00:00+00,Friday,2022,Yes
4303,2022/12/12 05:00:00+00,Tuesday,2022,Yes
4304,2019/07/17 04:00:00+00,Wednesday,2019,N/A
4305,2022/12/22 05:00:00+00,Thursday,2022,Yes
4306,2021/10/06 04:00:00+00,Wednesday,2021,Yes
4307,2022/12/22 05:00:00+00,Thursday,2022,Yes
4308,2018/04/08 04:00:00+00,Sunday,2018,N/A
4309,2017/06/17 04:00:00+00,Saturday,2017,N/A
4310,2018/05/24 04:00:00+00,Thursday,2018,N/A
4311,2017/08/02 04:00:00+00,Wednesday,2017,N/A
4312,2017/12/22 05:00:00+00,Friday,2017,N/A
4313,2017/08/07 04:00:00+00,Monday,2017,N/A
4314,2021/10/31 04:00:00+00,Sunday,2021,Yes
4315,2017/08/27 04:00:00+00,Sunday,2017,N/A
4316,2021/11/30 05:00:00+00,Tuesday,2021,N/A
4317,2017/10/13 04:00:00+00,Friday,2017,N/A
4318,2018/02/18 05:00:00+00,Sunday,2018,N/A
4319,2017/12/13 05:00:00+00,Wednesday,2017,N/A
4320,2019/07/15 04:00:00+00,Monday,2019,N/A
4321,2017/12/29 05:00:00+00,Friday,2017,N/A
4322,2020/06/04 04:00:00+00,Thursday,2020,N/A
4323,2018/01/15 05:00:00+00,Monday,2018,N/A
4324,2020/06/19 04:00:00+00,Friday,2020,N/A
4325,2018/01/31 05:00:00+00,Wednesday,2018,N/A
4326,2020/06/23 04:00:00+00,Tuesday,2020,N/A
4327,2018/02/02 05:00:00+00,Friday,2018,N/A
4328,2022/06/05 04:00:00+00,Tuesday,2022,N/A
4329,2018/04/16 04:00:00+00,Monday,2018,N/A
4330,2019/06/02 04:00:00+00,Sunday,2019,N/A
4331,2018/06/18 04:00:00+00,Monday,2018,N/A
4332,2021/09/11 04:00:00+00,Saturday,2021,N/A
4333,2018/08/15 04:00:00+00,Wednesday,2018,N/A
4334,2021/06/02 04:00:00+00,Wednesday,2021,No
4335,2018/08/31 04:00:00+00,Friday,2018,N/A
4336,2019/12/11 05:00:00+00,Wednesday,2019,N/A
4337,2018/09/03 04:00:00+00,Monday,2018,N/A
4338,2018/11/29 05:00:00+00,Thursday,2018,N/A
4339,2018/09/03 04:00:00+00,Monday,2018,N/A
4340,2020/08/10 04:00:00+00,Monday,2020,N/A
4341,2018/11/08 05:00:00+00,Thursday,2018,N/A
4342,2021/06/21 04:00:00+00,Monday,2021,No
4343,2018/12/15 05:00:00+00,Saturday,2018,N/A
4344,2021/06/29 04:00:00+00,Tuesday,2021,No
4345,2019/04/02 04:00:00+00,Tuesday,2019,N/A
4346,2021/07/26 04:00:00+00,Monday,2021,N/A
4347,2019/04/29 04:00:00+00,Monday,2019,N/A
4348,2021/09/30 04:00:00+00,Thursday,2021,N/A
4349,2021/01/08 05:00:00+00,Friday,2021,Yes
4350,2021/10/23 04:00:00+00,Saturday,2021,Yes
4351,2021/10/02 04:00:00+00,Saturday,2021,Yes
4352,2022/05/23 04:00:00+00,Thursday,2022,Yes
4353,2022/02/28 05:00:00+00,Friday,2022,N/A
4354,2022/06/30 04:00:00+00,Monday,2022,Yes
4355,2022/04/01 04:00:00+00,Monday,2022,Yes
4356,2018/01/08 05:00:00+00,Monday,2018,N/A
4357,2022/05/20 04:00:00+00,Wednesday,2022,Yes
4358,2018/06/18 04:00:00+00,Monday,2018,N/A
4359,2022/12/03 05:00:00+00,Friday,2022,Yes
4360,2019/03/28 04:00:00+00,Thursday,2019,N/A
4361,2019/08/27 04:00:00+00,Tuesday,2019,N/A
4362,2019/05/04 04:00:00+00,Saturday,2019,N/A
4363,2017/08/13 04:00:00+00,Sunday,2017,N/A
4364,2019/07/03 04:00:00+00,Wednesday,2019,N/A
4365,2017/07/01 04:00:00+00,Saturday,2017,N/A
4366,2019/07/09 04:00:00+00,Tuesday,2019,N/A
4367,2021/10/01 04:00:00+00,Friday,2021,Yes
4368,2019/08/30 04:00:00+00,Friday,2019,N/A
4369,2021/10/28 04:00:00+00,Thursday,2021,Yes
4370,2019/09/04 04:00:00+00,Wednesday,2019,N/A
4371,2022/02/20 05:00:00+00,Sunday,2022,Yes
4372,2019/09/16 04:00:00+00,Monday,2019,N/A
4373,2022/08/09 04:00:00+00,Saturday,2022,N/A
4374,2019/10/10 04:00:00+00,Thursday,2019,N/A
4375,2022/09/02 04:00:00+00,Monday,2022,Yes
4376,2019/12/28 05:00:00+00,Saturday,2019,N/A
4377,2020/12/18 05:00:00+00,Friday,2020,Yes
4378,2022/11/21 05:00:00+00,Wednesday,2022,Yes
4379,2021/06/02 04:00:00+00,Wednesday,2021,Yes
4380,2021/06/26 04:00:00+00,Saturday,2021,Unknown
4381,2018/10/19 04:00:00+00,Friday,2018,N/A
4382,2021/06/26 04:00:00+00,Saturday,2021,Unknown
4383,2018/11/05 05:00:00+00,Monday,2018,N/A
4384,2021/08/27 04:00:00+00,Friday,2021,N/A
4385,2021/11/28 05:00:00+00,Sunday,2021,N/A
4386,2021/09/13 04:00:00+00,Monday,2021,Yes
4387,2022/02/17 05:00:00+00,Thursday,2022,N/A
4388,2021/10/17 04:00:00+00,Sunday,2021,N/A
4389,2018/10/02 04:00:00+00,Tuesday,2018,N/A
4390,2021/11/08 05:00:00+00,Monday,2021,Yes
4391,2019/05/10 04:00:00+00,Friday,2019,N/A
4392,2021/12/10 05:00:00+00,Friday,2021,Yes
4393,2020/05/01 04:00:00+00,Friday,2020,N/A
4394,2021/12/20 05:00:00+00,Monday,2021,Yes
4395,2019/03/03 05:00:00+00,Sunday,2019,N/A
4396,2022/04/06 04:00:00+00,Saturday,2022,Yes
4397,2019/09/06 04:00:00+00,Friday,2019,N/A
4398,2022/05/05 04:00:00+00,Sunday,2022,Yes
4399,2021/06/03 04:00:00+00,Thursday,2021,Unknown
4400,2022/05/23 04:00:00+00,Thursday,2022,Yes
4401,2021/12/07 05:00:00+00,Tuesday,2021,Yes
4402,2022/06/30 04:00:00+00,Tuesday,2022,Yes
4403,2017/07/01 04:00:00+00,Saturday,2017,N/A
4404,2022/10/05 04:00:00+00,Sunday,2022,Yes
4405,2018/03/24 04:00:00+00,Saturday,2018,N/A
4406,2022/10/19 04:00:00+00,Wednesday,2022,Yes
4407,2020/07/30 04:00:00+00,Thursday,2020,N/A
4408,2022/10/21 04:00:00+00,Thursday,2022,Yes
4409,2020/10/23 04:00:00+00,Friday,2020,Yes
4410,2022/12/13 05:00:00+00,Tuesday,2022,N/A
4411,2020/12/18 05:00:00+00,Friday,2020,Yes
4412,2019/06/14 04:00:00+00,Friday,2019,N/A
4413,2021/05/29 04:00:00+00,Saturday,2021,Yes
4414,2019/07/02 04:00:00+00,Tuesday,2019,N/A
4415,2020/05/30 04:00:00+00,Saturday,2020,N/A
4416,2021/07/16 04:00:00+00,Friday,2021,Yes
4417,2020/12/30 05:00:00+00,Wednesday,2020,Yes
4418,2021/07/28 04:00:00+00,Wednesday,2021,Yes
4419,2021/01/31 05:00:00+00,Sunday,2021,No
4420,2021/08/09 04:00:00+00,Monday,2021,Yes
4421,2021/07/28 04:00:00+00,Wednesday,2021,N/A
4422,2022/06/02 04:00:00+00,Sunday,2022,Yes
4423,2022/05/27 04:00:00+00,Tuesday,2022,N/A
4424,2022/08/05 04:00:00+00,Tuesday,2022,Yes
4425,2022/08/15 04:00:00+00,Tuesday,2022,N/A
4426,2022/09/07 04:00:00+00,Friday,2022,Yes
4427,2022/08/24 04:00:00+00,Tuesday,2022,Yes
4428,2022/05/09 04:00:00+00,Thursday,2022,N/A
4429,2022/10/05 04:00:00+00,Saturday,2022,N/A
4430,2021/04/20 04:00:00+00,Tuesday,2021,Yes
4431,2022/11/26 05:00:00+00,Sunday,2022,Yes
4432,2021/05/16 04:00:00+00,Sunday,2021,Unknown
4433,2021/06/18 04:00:00+00,Friday,2021,No
4434,2021/10/16 04:00:00+00,Saturday,2021,N/A
4435,2022/08/19 04:00:00+00,Thursday,2022,Yes
4436,2020/08/14 04:00:00+00,Friday,2020,N/A
4437,2021/08/31 04:00:00+00,Tuesday,2021,Yes
4438,2020/09/28 04:00:00+00,Monday,2020,Yes
4439,2021/09/02 04:00:00+00,Thursday,2021,N/A
4440,2021/11/09 05:00:00+00,Tuesday,2021,N/A
4441,2020/12/03 05:00:00+00,Thursday,2020,Yes
4442,2022/06/26 04:00:00+00,Thursday,2022,Yes
4443,2021/07/14 04:00:00+00,Wednesday,2021,N/A
4444,2022/07/19 04:00:00+00,Friday,2022,Yes
4445,2022/09/08 04:00:00+00,Friday,2022,N/A
4446,2022/10/16 04:00:00+00,Monday,2022,Yes
4447,2020/12/06 05:00:00+00,Sunday,2020,No
4448,2019/04/12 04:00:00+00,Friday,2019,N/A
4449,2018/08/23 04:00:00+00,Thursday,2018,N/A
4450,2019/05/18 04:00:00+00,Saturday,2019,N/A
4451,2019/06/18 04:00:00+00,Tuesday,2019,N/A
4452,2019/09/17 04:00:00+00,Tuesday,2019,N/A
4453,2019/04/21 04:00:00+00,Sunday,2019,N/A
4454,2021/07/01 04:00:00+00,Thursday,2021,No
4455,2017/07/01 04:00:00+00,Saturday,2017,N/A
4456,2021/10/05 04:00:00+00,Tuesday,2021,Yes
4457,2017/08/11 04:00:00+00,Friday,2017,N/A
4458,2022/03/31 04:00:00+00,Friday,2022,N/A
4459,2017/08/19 04:00:00+00,Saturday,2017,N/A
4460,2019/06/25 04:00:00+00,Tuesday,2019,N/A
4461,2017/08/19 04:00:00+00,Saturday,2017,N/A
4462,2021/05/01 04:00:00+00,Saturday,2021,No
4463,2018/08/15 04:00:00+00,Wednesday,2018,N/A
4464,2019/05/24 04:00:00+00,Friday,2019,N/A
4465,2020/07/15 04:00:00+00,Wednesday,2020,N/A
4466,2019/07/17 04:00:00+00,Wednesday,2019,N/A
4467,2020/08/31 04:00:00+00,Monday,2020,N/A
4468,2020/07/14 04:00:00+00,Tuesday,2020,N/A
4469,2020/09/18 04:00:00+00,Friday,2020,Yes
4470,2021/01/05 05:00:00+00,Tuesday,2021,Yes
4471,2022/05/29 04:00:00+00,Wednesday,2022,Yes
4472,2021/05/16 04:00:00+00,Sunday,2021,Yes
4473,2022/06/19 04:00:00+00,Friday,2022,Yes
4474,2021/07/03 04:00:00+00,Saturday,2021,Yes
4475,2022/08/20 04:00:00+00,Thursday,2022,Yes
4476,2021/10/06 04:00:00+00,Wednesday,2021,Yes
4477,2017/07/03 04:00:00+00,Monday,2017,N/A
4478,2021/10/10 04:00:00+00,Sunday,2021,Yes
4479,2017/08/15 04:00:00+00,Tuesday,2017,N/A
4480,2021/11/03 04:00:00+00,Wednesday,2021,N/A
4481,2018/02/02 05:00:00+00,Friday,2018,N/A
4482,2022/04/06 04:00:00+00,Saturday,2022,Yes
4483,2018/02/03 05:00:00+00,Saturday,2018,N/A
4484,2022/04/11 04:00:00+00,Friday,2022,Yes
4485,2018/08/22 04:00:00+00,Wednesday,2018,N/A
4486,2022/05/08 04:00:00+00,Wednesday,2022,N/A
4487,2018/09/03 04:00:00+00,Monday,2018,N/A
4488,2022/12/06 05:00:00+00,Monday,2022,Yes
4489,2018/10/31 04:00:00+00,Wednesday,2018,N/A
4490,2022/05/27 04:00:00+00,Sunday,2022,N/A
4491,2018/11/23 05:00:00+00,Friday,2018,N/A
4492,2022/08/17 04:00:00+00,Wednesday,2022,Yes
4493,2019/03/14 04:00:00+00,Thursday,2019,N/A
4494,2022/11/05 04:00:00+00,Monday,2022,Yes
4495,2019/03/24 04:00:00+00,Sunday,2019,N/A
4496,2021/09/07 04:00:00+00,Tuesday,2021,Yes
4497,2019/04/01 04:00:00+00,Monday,2019,N/A
4498,2022/08/16 04:00:00+00,Tuesday,2022,N/A
4499,2019/04/02 04:00:00+00,Tuesday,2019,N/A
4500,2022/12/15 05:00:00+00,Thursday,2022,Yes
4501,2019/04/07 04:00:00+00,Sunday,2019,N/A
4502,2021/09/07 04:00:00+00,Tuesday,2021,Yes
4503,2019/05/22 04:00:00+00,Wednesday,2019,N/A
4504,2021/10/09 04:00:00+00,Saturday,2021,N/A
4505,2019/07/04 04:00:00+00,Thursday,2019,N/A
4506,2022/03/30 04:00:00+00,Tuesday,2022,Yes
4507,2019/07/15 04:00:00+00,Monday,2019,N/A
4508,2021/08/31 04:00:00+00,Tuesday,2021,Yes
4509,2019/07/21 04:00:00+00,Sunday,2019,N/A
4510,2021/11/09 05:00:00+00,Tuesday,2021,N/A
4511,2021/01/12 05:00:00+00,Tuesday,2021,Yes
4512,2021/11/12 05:00:00+00,Friday,2021,Yes
4513,2021/04/30 04:00:00+00,Friday,2021,Unknown
4514,2021/12/24 05:00:00+00,Friday,2021,N/A
4515,2021/12/02 05:00:00+00,Thursday,2021,Yes
4516,2022/02/09 05:00:00+00,Friday,2022,Yes
4517,2021/12/09 05:00:00+00,Thursday,2021,Yes
4518,2022/02/16 05:00:00+00,Wednesday,2022,N/A
4519,2022/10/28 04:00:00+00,Monday,2022,Yes
4520,2022/04/01 04:00:00+00,Sunday,2022,Yes
4521,2022/11/23 05:00:00+00,Saturday,2022,Yes
4522,2022/04/11 04:00:00+00,Friday,2022,Yes
4523,2021/01/09 05:00:00+00,Saturday,2021,Yes
4524,2022/12/01 05:00:00+00,Tuesday,2022,Yes
4525,2021/07/28 04:00:00+00,Wednesday,2021,Yes
4526,2018/02/24 05:00:00+00,Saturday,2018,N/A
4527,2022/08/09 04:00:00+00,Monday,2022,N/A
4528,2019/05/28 04:00:00+00,Tuesday,2019,N/A
4529,2019/12/01 05:00:00+00,Sunday,2019,N/A
4530,2020/12/31 05:00:00+00,Thursday,2020,Yes
4531,2017/06/09 04:00:00+00,Friday,2017,N/A
4532,2021/09/13 04:00:00+00,Monday,2021,Yes
4533,2019/11/17 05:00:00+00,Sunday,2019,N/A
4534,2021/11/06 04:00:00+00,Saturday,2021,Yes
4535,2020/06/03 04:00:00+00,Wednesday,2020,N/A
4536,2021/12/15 05:00:00+00,Wednesday,2021,Yes
4537,2020/09/07 04:00:00+00,Monday,2020,N/A
4538,2021/12/23 05:00:00+00,Thursday,2021,Yes
4539,2020/11/10 05:00:00+00,Tuesday,2020,Unknown
4540,2022/03/21 04:00:00+00,Tuesday,2022,Yes
4541,2020/11/21 05:00:00+00,Saturday,2020,Yes
4542,2022/04/20 04:00:00+00,Friday,2022,Yes
4543,2021/09/13 04:00:00+00,Monday,2021,Yes
4544,2022/06/29 04:00:00+00,Saturday,2022,Yes
4545,2022/07/08 04:00:00+00,Saturday,2022,Yes
4546,2022/11/09 05:00:00+00,Friday,2022,Yes
4547,2022/09/21 04:00:00+00,Saturday,2022,Yes
4548,2022/11/19 05:00:00+00,Monday,2022,Yes
4549,2022/09/26 04:00:00+00,Saturday,2022,Yes
4550,2021/12/27 05:00:00+00,Monday,2021,Yes
4551,2022/10/03 04:00:00+00,Tuesday,2022,Yes
4552,2021/11/15 05:00:00+00,Monday,2021,Yes
4553,2021/07/24 04:00:00+00,Saturday,2021,N/A
4554,2022/08/01 04:00:00+00,Friday,2022,N/A
4555,2019/07/05 04:00:00+00,Friday,2019,N/A
4556,2022/10/05 04:00:00+00,Sunday,2022,N/A
4557,2019/08/21 04:00:00+00,Wednesday,2019,N/A
4558,2021/03/02 05:00:00+00,Tuesday,2021,No
4559,2019/06/01 04:00:00+00,Saturday,2019,N/A
4560,2017/09/23 04:00:00+00,Saturday,2017,N/A
4561,2017/11/05 04:00:00+00,Sunday,2017,N/A
4562,2018/07/15 04:00:00+00,Sunday,2018,N/A
4563,2020/08/14 04:00:00+00,Friday,2020,N/A
4564,2021/09/01 04:00:00+00,Wednesday,2021,Yes
4565,2020/08/29 04:00:00+00,Saturday,2020,N/A
4566,2022/07/08 04:00:00+00,Saturday,2022,Yes
4567,2020/09/16 04:00:00+00,Wednesday,2020,Yes
4568,2021/05/06 04:00:00+00,Thursday,2021,Yes
4569,2021/07/29 04:00:00+00,Thursday,2021,Yes
4570,2020/10/09 04:00:00+00,Friday,2020,Yes
4571,2021/08/09 04:00:00+00,Monday,2021,Yes
4572,2021/07/04 04:00:00+00,Sunday,2021,Yes
4573,2021/10/20 04:00:00+00,Wednesday,2021,Yes
4574,2022/07/28 04:00:00+00,Tuesday,2022,N/A
4575,2022/07/23 04:00:00+00,Monday,2022,No
4576,2021/06/08 04:00:00+00,Tuesday,2021,Yes
4577,2020/07/03 04:00:00+00,Friday,2020,N/A
4578,2021/07/19 04:00:00+00,Monday,2021,Yes
4579,2020/08/14 04:00:00+00,Friday,2020,N/A
4580,2021/11/23 05:00:00+00,Tuesday,2021,N/A
4581,2021/01/14 05:00:00+00,Thursday,2021,Unknown
4582,2018/02/03 05:00:00+00,Saturday,2018,N/A
4583,2020/08/21 04:00:00+00,Friday,2020,N/A
4584,2021/10/08 04:00:00+00,Friday,2021,Yes
4585,2020/05/06 04:00:00+00,Wednesday,2020,N/A
4586,2022/08/02 04:00:00+00,Friday,2022,N/A
4587,2017/06/24 04:00:00+00,Saturday,2017,N/A
4588,2021/10/26 04:00:00+00,Tuesday,2021,Yes
4589,2017/12/20 05:00:00+00,Wednesday,2017,N/A
4590,2022/07/15 04:00:00+00,Monday,2022,Yes
4591,2021/05/13 04:00:00+00,Thursday,2021,Yes
4592,2017/11/15 05:00:00+00,Wednesday,2017,N/A
4593,2022/06/17 04:00:00+00,Wednesday,2022,Yes
4594,2022/08/21 04:00:00+00,Saturday,2022,Yes
4595,2022/10/02 04:00:00+00,Tuesday,2022,Yes
4596,2017/11/04 04:00:00+00,Saturday,2017,N/A
4597,2022/12/24 05:00:00+00,Saturday,2022,N/A
4598,2022/07/19 04:00:00+00,Saturday,2022,No
4599,2022/11/30 05:00:00+00,Tuesday,2022,N/A
4600,2022/06/15 04:00:00+00,Sunday,2022,Yes
4601,2017/10/06 04:00:00+00,Friday,2017,N/A
4602,2022/07/09 04:00:00+00,Sunday,2022,N/A
4603,2020/03/09 04:00:00+00,Monday,2020,N/A
4604,2022/08/19 04:00:00+00,Wednesday,2022,Yes
4605,2021/05/19 04:00:00+00,Wednesday,2021,Unknown
4606,2022/08/20 04:00:00+00,Saturday,2022,Yes
4607,2021/09/15 04:00:00+00,Wednesday,2021,Yes
4608,2021/11/11 05:00:00+00,Thursday,2021,Yes
4609,2022/11/11 05:00:00+00,Tuesday,2022,N/A
4610,2020/08/07 04:00:00+00,Friday,2020,N/A
4611,2022/12/21 05:00:00+00,Wednesday,2022,N/A
4612,2018/06/30 04:00:00+00,Saturday,2018,N/A
4613,2022/01/21 05:00:00+00,Monday,2022,Yes
4614,2018/09/16 04:00:00+00,Sunday,2018,N/A
4615,2022/05/17 04:00:00+00,Tuesday,2022,Yes
4616,2019/10/23 04:00:00+00,Wednesday,2019,N/A
4617,2022/06/24 04:00:00+00,Monday,2022,N/A
4618,2021/08/29 04:00:00+00,Sunday,2021,N/A
4619,2022/09/05 04:00:00+00,Wednesday,2022,Yes
4620,2022/02/15 05:00:00+00,Sunday,2022,Yes
4621,2022/11/26 05:00:00+00,Monday,2022,Yes
4622,2022/11/14 05:00:00+00,Friday,2022,Yes
4623,2021/06/03 04:00:00+00,Thursday,2021,Unknown
4624,2018/11/15 05:00:00+00,Thursday,2018,N/A
4625,2018/06/03 04:00:00+00,Sunday,2018,N/A
4626,2018/11/30 05:00:00+00,Friday,2018,N/A
4627,2020/05/20 04:00:00+00,Wednesday,2020,N/A
4628,2021/09/08 04:00:00+00,Wednesday,2021,Yes
4629,2021/06/07 04:00:00+00,Monday,2021,Yes
4630,2021/09/09 04:00:00+00,Thursday,2021,Yes
4631,2020/08/18 04:00:00+00,Tuesday,2020,N/A
4632,2022/11/20 05:00:00+00,Tuesday,2022,Yes
4633,2022/03/01 05:00:00+00,Saturday,2022,N/A
4634,2020/12/28 05:00:00+00,Monday,2020,Unknown
4635,2021/05/23 04:00:00+00,Sunday,2021,Unknown
4636,2020/11/27 05:00:00+00,Friday,2020,Yes
4637,2018/09/17 04:00:00+00,Monday,2018,N/A
4638,2021/03/30 04:00:00+00,Tuesday,2021,Yes
4639,2020/08/12 04:00:00+00,Wednesday,2020,N/A
4640,2022/11/06 04:00:00+00,Tuesday,2022,Yes
4641,2021/06/21 04:00:00+00,Monday,2021,Unknown
4642,2020/07/02 04:00:00+00,Thursday,2020,N/A
4643,2020/09/15 04:00:00+00,Tuesday,2020,No
4644,2021/05/17 04:00:00+00,Monday,2021,Yes
4645,2020/07/13 04:00:00+00,Monday,2020,N/A
4646,2021/09/01 04:00:00+00,Wednesday,2021,Yes
4647,2021/06/13 04:00:00+00,Sunday,2021,Yes
4648,2021/12/06 05:00:00+00,Monday,2021,Yes
4649,2021/03/24 04:00:00+00,Wednesday,2021,Unknown
4650,2022/04/06 04:00:00+00,Saturday,2022,Yes
4651,2018/01/31 05:00:00+00,Wednesday,2018,N/A
4652,2022/05/01 04:00:00+00,Wednesday,2022,Yes
4653,2020/09/09 04:00:00+00,Wednesday,2020,N/A
4654,2022/05/11 04:00:00+00,Sunday,2022,Yes
4655,2019/05/01 04:00:00+00,Wednesday,2019,N/A
4656,2021/09/05 04:00:00+00,Sunday,2021,N/A
4657,2020/09/03 04:00:00+00,Thursday,2020,N/A
4658,2021/12/16 05:00:00+00,Thursday,2021,Yes
4659,2018/08/10 04:00:00+00,Friday,2018,N/A
4660,2018/10/25 04:00:00+00,Thursday,2018,N/A
4661,2022/07/27 04:00:00+00,Saturday,2022,Yes
4662,2020/06/23 04:00:00+00,Tuesday,2020,N/A
4663,2022/07/27 04:00:00+00,Saturday,2022,Yes
4664,2021/07/01 04:00:00+00,Thursday,2021,Yes
4665,2019/05/11 04:00:00+00,Saturday,2019,N/A
4666,2022/08/25 04:00:00+00,Wednesday,2022,Yes
4667,2021/09/08 04:00:00+00,Wednesday,2021,Yes
4668,2022/08/21 04:00:00+00,Saturday,2022,Yes
4669,2022/02/21 05:00:00+00,Tuesday,2022,Yes
4670,2021/08/30 04:00:00+00,Monday,2021,Yes
4671,2021/09/23 04:00:00+00,Thursday,2021,N/A
4672,2022/07/23 04:00:00+00,Saturday,2022,Yes
4673,2018/11/18 05:00:00+00,Sunday,2018,N/A
4674,2022/09/24 04:00:00+00,Tuesday,2022,Yes
4675,2017/08/31 04:00:00+00,Thursday,2017,N/A
4676,2018/09/16 04:00:00+00,Sunday,2018,N/A
4677,2017/11/05 04:00:00+00,Sunday,2017,N/A
4678,2018/10/10 04:00:00+00,Wednesday,2018,N/A
4679,2018/10/22 04:00:00+00,Monday,2018,N/A
4680,2019/02/08 05:00:00+00,Friday,2019,N/A
4681,2018/10/22 04:00:00+00,Monday,2018,N/A
4682,2019/03/01 05:00:00+00,Friday,2019,N/A
4683,2019/06/01 04:00:00+00,Saturday,2019,N/A
4684,2019/03/12 04:00:00+00,Tuesday,2019,N/A
4685,2020/01/29 05:00:00+00,Wednesday,2020,N/A
4686,2019/05/19 04:00:00+00,Sunday,2019,N/A
4687,2022/06/11 04:00:00+00,Friday,2022,Yes
4688,2019/05/21 04:00:00+00,Tuesday,2019,N/A
4689,2022/12/25 05:00:00+00,Sunday,2022,N/A
4690,2019/05/31 04:00:00+00,Friday,2019,N/A
4691,2021/09/24 04:00:00+00,Friday,2021,N/A
4692,2019/06/25 04:00:00+00,Tuesday,2019,N/A
4693,2022/08/08 04:00:00+00,Friday,2022,N/A
4694,2019/09/25 04:00:00+00,Wednesday,2019,N/A
4695,2019/10/06 04:00:00+00,Sunday,2019,N/A
4696,2019/10/07 04:00:00+00,Monday,2019,N/A
4697,2018/07/31 04:00:00+00,Tuesday,2018,N/A
4698,2021/03/09 05:00:00+00,Tuesday,2021,Yes
4699,2021/03/20 04:00:00+00,Saturday,2021,No
4700,2021/04/11 04:00:00+00,Sunday,2021,Yes
4701,2021/09/17 04:00:00+00,Friday,2021,N/A
4702,2021/04/25 04:00:00+00,Sunday,2021,Yes
4703,2022/09/09 04:00:00+00,Monday,2022,N/A
4704,2021/05/07 04:00:00+00,Friday,2021,Unknown
4705,2021/05/13 04:00:00+00,Thursday,2021,Yes
4706,2021/06/30 04:00:00+00,Wednesday,2021,Yes
4707,2021/08/03 04:00:00+00,Tuesday,2021,Yes
4708,2021/09/03 04:00:00+00,Friday,2021,Yes
4709,2021/10/19 04:00:00+00,Tuesday,2021,N/A
4710,2022/12/01 05:00:00+00,Friday,2022,N/A
4711,2021/12/21 05:00:00+00,Tuesday,2021,Yes
4712,2018/08/06 04:00:00+00,Monday,2018,N/A
4713,2021/12/25 05:00:00+00,Saturday,2021,Yes
4714,2021/07/24 04:00:00+00,Saturday,2021,Yes
4715,2022/01/10 05:00:00+00,Wednesday,2022,Yes
4716,2022/11/09 05:00:00+00,Saturday,2022,N/A
4717,2022/02/03 05:00:00+00,Friday,2022,Yes
4718,2018/09/01 04:00:00+00,Saturday,2018,N/A
4719,2022/02/04 05:00:00+00,Saturday,2022,Yes
4720,2018/09/21 04:00:00+00,Friday,2018,N/A
4721,2022/02/12 05:00:00+00,Friday,2022,Yes
4722,2022/10/13 04:00:00+00,Sunday,2022,Yes
4723,2022/06/25 04:00:00+00,Thursday,2022,Yes
4724,2022/07/05 04:00:00+00,Sunday,2022,Yes
4725,2022/08/06 04:00:00+00,Thursday,2022,Yes
4726,2021/04/24 04:00:00+00,Saturday,2021,Yes
4727,2022/09/04 04:00:00+00,Friday,2022,Yes
4728,2021/12/15 05:00:00+00,Wednesday,2021,Yes
4729,2022/10/19 04:00:00+00,Wednesday,2022,Yes
4730,2022/01/08 05:00:00+00,Friday,2022,Yes
4731,2022/11/03 04:00:00+00,Sunday,2022,N/A
4732,2022/02/10 05:00:00+00,Monday,2022,N/A
4733,2022/11/08 05:00:00+00,Thursday,2022,Yes
4734,2022/08/14 04:00:00+00,Friday,2022,Yes
4735,2022/12/25 05:00:00+00,Sunday,2022,Yes
4736,2021/06/30 04:00:00+00,Wednesday,2021,Unknown
4737,2017/05/28 04:00:00+00,Sunday,2017,N/A
